age,study_hours,attendance_percentage,math_score,science_score,english_score,overall_score,travel_time_min,gender_male,gender_other,school_type_encoded,parent_education_encoded,internet_access_encoded,extra_activities_encoding,study_method_group_study,study_method_mixed,study_method_notes,study_method_online_videos,study_method_textbook,final_grade_encoded
17,7.2,70.1,94.0,82.6,77.5,90.0,45.0,0,1,1,5.0,1,0,0,0,1,0,0,1
14,2.5,63.5,40.6,49.6,67.9,47.0,45.0,0,0,0,5.0,1,0,1,0,0,0,0,4
19,1.4,76.9,49.0,60.1,46.1,46.1,75.0,0,1,1,2.0,0,1,0,0,1,0,0,4
15,5.1,65.3,72.8,84.6,79.7,74.4,75.0,0,1,1,2.0,1,1,0,0,1,0,0,2
15,2.9,81.3,61.9,62.6,74.1,58.7,22.5,1,0,1,4.0,1,1,0,0,0,1,0,3
18,2.4,90.3,53.4,44.7,40.2,51.3,45.0,1,0,1,1.0,1,1,0,0,1,0,0,4
19,4.6,87.5,84.4,63.5,75.5,66.9,7.5,0,1,0,0.0,1,1,0,0,0,0,1,3
16,4.5,65.1,43.7,58.6,50.6,58.5,22.5,0,0,1,1.0,1,0,0,1,0,0,0,3
17,4.5,78.3,76.9,56.7,60.8,59.7,22.5,1,0,1,1.0,1,0,0,1,0,0,0,3
17,2.7,69.1,68.2,65.2,69.0,56.0,7.5,1,0,0,3.0,1,0,0,0,0,1,0,3
15,1.7,82.5,36.1,22.3,50.1,39.6,7.5,0,1,1,4.0,1,0,0,0,0,0,0,5
17,1.9,93.6,53.1,37.7,40.4,45.4,75.0,1,0,1,0.0,1,1,0,0,0,0,1,4
19,5.9,92.0,98.1,78.0,61.7,76.2,7.5,1,0,1,0.0,1,1,0,0,1,0,0,2
16,4.0,94.4,54.8,58.8,46.9,68.8,22.5,0,0,0,0.0,1,1,0,1,0,0,0,3
18,4.0,70.1,70.4,57.9,84.5,68.2,45.0,0,1,1,5.0,1,1,0,0,0,0,0,3
18,7.8,90.6,78.7,97.4,68.6,90.0,7.5,0,0,1,1.0,1,1,0,0,0,0,1,1
19,7.4,68.8,100.0,91.9,96.0,96.6,45.0,0,0,1,3.0,0,1,0,0,0,0,0,0
18,1.0,55.1,47.5,26.5,29.4,37.7,7.5,0,1,1,3.0,1,0,0,0,1,0,0,5
19,6.5,79.4,73.8,78.0,66.1,83.7,22.5,0,0,0,1.0,0,0,0,0,0,1,0,2
18,2.4,79.8,49.4,48.4,47.1,55.0,45.0,0,1,1,5.0,0,0,0,0,0,0,1,4
19,5.9,88.0,74.6,91.5,71.3,75.0,75.0,1,0,0,0.0,1,1,0,0,0,0,1,2
18,1.8,92.0,65.0,43.6,63.6,55.6,22.5,0,0,0,3.0,1,1,0,0,1,0,0,3
19,1.6,94.8,68.4,63.6,60.4,57.6,45.0,1,0,0,2.0,1,0,0,0,0,0,1,3
19,7.5,85.1,89.7,96.0,76.6,84.5,75.0,0,1,1,4.0,1,1,0,0,0,1,0,2
19,4.7,81.3,76.3,71.4,59.1,73.1,75.0,0,1,1,1.0,1,1,0,1,0,0,0,2
17,3.1,50.8,37.5,24.0,48.5,37.0,7.5,0,1,0,5.0,1,1,0,0,0,0,0,5
18,7.2,55.7,81.9,85.3,68.1,72.3,7.5,1,0,1,4.0,0,1,1,0,0,0,0,2
19,2.7,57.0,43.9,38.6,31.2,38.2,45.0,0,1,0,4.0,1,0,0,1,0,0,0,5
16,1.0,63.0,33.8,27.6,37.0,25.9,22.5,0,0,1,2.0,1,0,0,0,0,0,1,5
14,3.5,94.7,74.7,62.1,66.7,72.2,75.0,1,0,1,3.0,1,0,0,0,0,1,0,2
19,5.8,86.3,59.0,71.4,70.5,71.4,45.0,0,0,1,1.0,1,0,0,0,0,0,1,2
17,5.5,81.7,56.4,58.5,74.5,67.6,75.0,0,0,0,0.0,1,0,0,0,0,0,1,3
16,4.1,56.2,65.1,37.7,64.6,59.8,75.0,0,0,0,4.0,1,0,1,0,0,0,0,3
18,4.3,82.8,57.1,47.5,53.2,61.5,7.5,0,1,0,2.0,1,1,0,0,0,0,0,3
14,4.5,86.5,84.4,61.3,70.5,79.4,75.0,0,0,1,2.0,1,1,1,0,0,0,0,2
16,3.3,65.4,45.0,50.9,53.8,49.1,45.0,1,0,1,1.0,0,1,1,0,0,0,0,4
15,1.1,62.2,34.2,35.1,34.0,41.7,7.5,0,0,0,3.0,0,1,0,0,0,1,0,4
15,1.7,84.3,52.5,59.4,47.6,45.1,75.0,1,0,1,3.0,1,0,0,0,0,0,1,4
19,5.9,56.0,47.3,66.0,50.1,60.2,7.5,1,0,1,4.0,1,1,0,1,0,0,0,3
17,6.6,79.1,100.0,97.0,100.0,94.2,75.0,1,0,1,5.0,1,1,1,0,0,0,0,1
14,3.5,98.8,72.5,93.2,90.3,76.0,22.5,0,1,1,5.0,1,0,0,1,0,0,0,2
16,3.0,51.2,34.6,27.4,46.7,41.9,75.0,0,0,0,1.0,0,0,1,0,0,0,0,4
15,5.1,59.1,54.1,79.5,63.2,58.0,7.5,1,0,0,1.0,0,0,0,1,0,0,0,3
19,0.7,76.5,38.7,27.8,23.8,37.1,75.0,0,0,1,0.0,1,0,1,0,0,0,0,5
15,4.8,53.5,83.6,78.5,47.1,65.9,22.5,0,1,1,3.0,1,0,0,1,0,0,0,3
16,4.0,85.4,68.1,48.7,57.6,63.1,7.5,0,0,0,4.0,1,0,0,0,0,1,0,3
16,3.8,54.0,63.0,54.2,41.3,51.9,22.5,0,1,1,1.0,1,0,0,0,0,0,1,4
15,0.5,59.6,32.4,38.9,26.2,25.1,7.5,0,0,1,5.0,1,0,0,0,1,0,0,5
18,7.6,77.4,93.3,96.9,100.0,91.1,45.0,0,1,1,2.0,1,0,0,0,1,0,0,1
17,1.8,90.8,54.1,58.9,33.1,58.0,75.0,0,0,0,4.0,1,1,0,0,0,0,0,3
16,1.3,68.3,24.8,48.3,33.0,28.7,7.5,0,0,1,1.0,1,1,1,0,0,0,0,5
16,3.4,52.8,37.2,26.9,39.5,38.9,75.0,1,0,0,0.0,1,1,1,0,0,0,0,5
18,6.3,67.4,91.4,81.5,85.1,80.8,75.0,1,0,0,3.0,1,1,0,0,0,1,0,2
14,6.2,53.7,98.5,63.1,90.0,75.2,7.5,0,1,1,3.0,1,1,0,0,0,0,0,2
19,4.3,59.4,51.3,53.3,49.5,54.5,75.0,0,1,0,2.0,1,1,0,0,0,1,0,4
17,4.6,73.4,68.8,57.1,69.7,66.5,75.0,0,0,0,2.0,1,0,0,0,1,0,0,3
15,3.9,94.0,66.4,64.0,62.2,65.4,45.0,0,0,1,3.0,1,0,0,1,0,0,0,3
17,0.7,94.7,30.3,26.4,49.8,34.2,22.5,1,0,1,3.0,1,0,0,0,0,0,0,5
19,2.6,85.2,43.8,56.4,61.3,63.4,7.5,0,0,0,0.0,0,0,0,0,0,1,0,3
15,3.4,92.1,72.8,56.1,62.7,58.6,75.0,1,0,0,4.0,0,0,0,1,0,0,0,3
17,4.7,76.7,76.1,76.2,66.1,70.5,75.0,0,0,0,1.0,1,0,0,0,0,0,0,2
17,5.4,97.8,82.5,71.5,76.9,76.4,7.5,1,0,0,4.0,1,0,0,1,0,0,0,2
18,7.9,91.7,85.4,85.8,95.4,90.4,22.5,0,1,1,2.0,1,1,0,0,0,0,1,1
17,4.3,82.9,81.3,67.6,72.9,74.6,45.0,0,1,0,1.0,1,0,0,1,0,0,0,2
18,5.5,61.7,52.4,61.2,55.2,63.7,45.0,1,0,1,1.0,0,0,0,0,0,1,0,3
18,7.7,88.1,100.0,76.5,91.3,100.0,75.0,1,0,0,5.0,1,0,1,0,0,0,0,0
19,2.6,93.8,44.8,49.2,73.1,54.9,45.0,0,1,0,4.0,1,0,0,0,0,0,1,4
16,3.9,73.9,42.0,56.3,49.2,51.6,45.0,1,0,0,1.0,1,1,0,0,0,0,1,4
18,5.9,68.2,81.8,66.0,99.1,82.2,22.5,0,0,1,3.0,1,1,1,0,0,0,0,2
15,4.7,68.2,62.1,67.8,69.6,65.2,7.5,1,0,0,0.0,1,0,0,1,0,0,0,3
19,7.2,87.6,100.0,100.0,100.0,95.5,22.5,0,0,0,5.0,1,0,0,0,0,0,0,0
19,4.7,97.5,65.8,84.2,77.7,82.7,7.5,1,0,0,4.0,1,0,0,0,1,0,0,2
15,7.4,70.0,92.3,85.5,97.9,87.0,75.0,1,0,1,4.0,0,1,0,0,1,0,0,1
17,1.6,55.3,41.1,40.9,38.2,30.3,45.0,0,0,1,2.0,1,0,0,1,0,0,0,5
18,6.5,52.1,72.6,80.8,96.8,79.3,22.5,1,0,0,0.0,1,1,0,0,0,0,0,2
14,2.1,91.6,52.5,67.1,48.1,55.3,45.0,0,1,1,2.0,1,0,0,0,0,0,1,3
18,0.9,65.5,44.5,32.2,41.1,37.2,45.0,0,0,0,3.0,1,1,0,0,1,0,0,5
18,1.3,91.2,33.3,58.6,59.4,42.4,75.0,0,0,0,1.0,1,1,1,0,0,0,0,4
19,4.9,55.8,69.2,68.6,61.8,69.0,7.5,0,0,1,2.0,1,0,0,0,0,0,1,3
15,2.7,52.0,41.1,49.4,34.9,42.3,45.0,0,1,0,0.0,1,1,1,0,0,0,0,4
18,1.6,65.5,46.5,44.1,48.9,42.6,7.5,0,1,1,3.0,1,1,0,1,0,0,0,4
18,5.2,65.8,70.3,79.7,67.5,68.6,22.5,1,0,0,1.0,0,0,0,1,0,0,0,3
14,4.2,99.9,64.0,82.6,67.7,65.0,22.5,0,1,0,5.0,1,1,0,0,1,0,0,3
18,3.4,61.9,50.5,48.4,42.9,50.9,7.5,0,0,0,4.0,1,1,0,0,1,0,0,4
17,4.5,87.1,72.2,68.3,77.6,76.6,75.0,0,1,0,3.0,0,1,0,0,0,1,0,2
19,7.0,96.0,100.0,81.0,100.0,100.0,45.0,0,1,0,1.0,1,1,0,0,0,0,1,0
14,5.9,89.1,93.0,91.5,91.0,90.9,75.0,0,1,1,4.0,1,1,1,0,0,0,0,1
19,4.2,98.7,71.7,70.6,82.3,70.3,45.0,0,1,0,5.0,1,0,1,0,0,0,0,2
17,6.7,58.4,87.0,86.3,54.1,71.6,22.5,1,0,1,3.0,1,1,0,1,0,0,0,2
15,7.0,84.2,90.0,86.0,86.9,81.7,22.5,0,1,1,4.0,1,0,0,0,0,0,0,2
16,3.3,76.1,61.3,46.9,70.6,66.5,7.5,0,1,0,5.0,1,1,0,0,1,0,0,3
18,1.6,93.5,74.8,47.4,52.7,52.8,75.0,1,0,1,5.0,0,1,0,1,0,0,0,4
19,1.4,87.1,41.5,42.0,63.5,45.3,75.0,1,0,0,0.0,1,1,0,0,0,1,0,4
15,5.3,88.9,100.0,81.7,84.0,82.3,45.0,0,0,0,5.0,1,1,0,0,0,0,0,2
19,7.5,69.3,46.8,86.8,76.3,81.1,75.0,0,0,0,4.0,0,1,0,0,0,0,1,2
17,0.8,83.8,37.0,36.8,45.8,41.9,75.0,0,1,0,4.0,1,0,0,1,0,0,0,4
15,4.2,94.1,73.6,83.0,59.2,74.6,45.0,0,0,1,1.0,1,0,0,0,1,0,0,2
17,2.0,59.9,32.9,49.0,30.3,34.6,45.0,1,0,0,2.0,1,0,0,1,0,0,0,5
18,4.5,51.6,50.8,44.6,45.4,53.6,22.5,0,0,1,5.0,1,1,0,0,0,1,0,4
14,6.9,65.6,76.9,96.8,51.1,71.7,7.5,0,1,0,5.0,1,1,0,0,0,0,0,2
14,6.4,93.2,90.8,100.0,89.2,96.0,22.5,0,1,0,0.0,1,1,0,0,0,0,0,0
14,7.8,73.2,90.2,85.2,94.8,89.3,75.0,1,0,1,2.0,1,0,0,0,0,0,1,1
17,4.1,62.8,58.5,47.9,55.4,55.3,7.5,0,1,0,3.0,1,0,0,0,1,0,0,3
14,5.5,95.5,100.0,88.4,92.1,79.9,45.0,1,0,0,0.0,1,1,1,0,0,0,0,2
19,7.2,52.1,100.0,100.0,83.7,88.4,22.5,0,1,1,1.0,1,1,0,0,0,0,0,1
14,5.7,90.3,88.6,84.2,73.5,82.3,45.0,0,1,0,3.0,1,1,1,0,0,0,0,2
14,7.7,90.0,100.0,100.0,100.0,98.1,45.0,1,0,1,3.0,1,0,1,0,0,0,0,0
15,2.3,76.0,27.3,66.6,57.6,49.1,45.0,0,1,0,0.0,0,1,1,0,0,0,0,4
18,1.5,63.2,15.1,44.2,32.5,29.8,45.0,0,0,0,2.0,1,1,0,0,0,1,0,5
19,1.6,71.7,39.8,56.1,40.5,41.8,75.0,0,1,1,3.0,0,0,0,0,0,0,0,4
15,6.9,67.7,65.2,74.6,82.9,75.8,7.5,1,0,0,5.0,0,1,0,0,0,0,1,2
17,0.9,57.1,35.7,26.3,27.5,30.0,75.0,0,1,0,5.0,1,1,0,0,1,0,0,5
18,6.6,79.8,96.9,84.0,95.7,87.8,45.0,0,1,1,1.0,1,0,0,0,0,0,1,1
18,4.0,59.8,58.0,55.9,52.1,60.0,22.5,1,0,1,4.0,1,1,0,0,1,0,0,3
14,5.7,99.8,73.3,75.3,78.8,80.9,75.0,0,0,1,3.0,1,1,1,0,0,0,0,2
19,6.1,78.7,85.0,57.3,68.6,71.1,75.0,0,0,0,1.0,1,1,0,0,0,0,1,2
19,3.7,55.8,32.3,71.6,66.6,50.8,7.5,1,0,1,3.0,1,0,0,0,0,0,1,4
18,1.6,80.7,34.8,30.9,42.8,37.6,7.5,0,1,0,0.0,0,1,1,0,0,0,0,5
17,5.1,69.0,51.7,59.3,38.3,61.7,75.0,1,0,1,0.0,1,0,0,0,0,1,0,3
16,7.7,59.3,93.7,93.5,100.0,94.2,22.5,1,0,0,2.0,1,1,0,1,0,0,0,1
19,0.7,64.9,32.6,35.0,44.9,36.1,75.0,0,0,1,1.0,1,0,1,0,0,0,0,5
19,2.2,62.8,31.9,31.1,48.6,33.8,75.0,0,0,1,0.0,1,1,0,0,0,0,0,5
17,7.1,79.1,88.6,89.7,96.7,85.7,7.5,1,0,0,0.0,1,1,0,0,1,0,0,1
18,1.0,63.8,44.2,28.5,16.0,24.8,45.0,0,1,0,3.0,1,1,0,0,0,1,0,5
16,0.6,52.4,41.4,34.6,23.6,30.5,45.0,1,0,0,0.0,1,0,0,0,1,0,0,5
18,7.1,90.9,97.0,94.9,89.6,100.0,7.5,1,0,0,4.0,1,0,0,1,0,0,0,0
14,6.3,64.3,80.4,80.2,87.1,85.7,22.5,0,0,0,0.0,1,0,0,0,1,0,0,1
19,2.4,65.2,42.5,52.2,20.3,38.2,22.5,0,1,0,3.0,1,0,0,0,0,0,1,5
17,7.7,71.7,79.6,100.0,98.4,94.9,45.0,1,0,0,0.0,1,0,0,0,0,0,0,1
17,5.8,89.7,53.0,80.9,75.5,74.2,45.0,0,0,0,3.0,0,0,0,0,0,1,0,2
15,1.4,80.8,53.1,52.7,44.2,51.6,7.5,0,1,0,0.0,1,1,1,0,0,0,0,4
17,4.0,54.4,45.3,42.8,64.9,46.3,22.5,0,1,0,2.0,1,0,0,0,0,0,0,4
14,7.0,73.0,89.7,89.9,83.8,75.5,22.5,1,0,0,3.0,1,1,0,0,0,0,0,2
19,5.5,87.8,71.6,80.8,42.2,73.0,7.5,0,0,1,1.0,0,0,0,1,0,0,0,2
18,4.9,52.0,60.7,68.2,59.8,52.6,75.0,0,1,1,0.0,1,0,1,0,0,0,0,4
16,3.6,52.0,47.1,36.2,38.8,42.2,75.0,0,1,1,3.0,1,1,0,0,0,0,0,4
19,2.4,85.1,58.3,61.5,56.9,58.5,7.5,0,0,1,3.0,1,1,1,0,0,0,0,3
18,5.1,75.1,62.6,76.5,83.4,73.8,7.5,0,1,1,2.0,0,1,0,0,0,0,0,2
14,1.7,58.2,26.8,29.6,27.5,27.4,22.5,0,0,1,0.0,1,0,0,0,0,0,1,5
14,6.6,83.5,72.3,95.4,80.7,84.0,7.5,1,0,1,1.0,1,0,0,0,0,0,0,2
15,2.1,54.1,31.3,23.7,26.9,38.3,7.5,0,0,0,1.0,1,1,0,0,0,0,0,5
14,1.4,72.2,25.1,12.6,39.0,38.0,45.0,0,0,0,3.0,1,0,0,0,0,1,0,5
17,1.0,91.0,49.9,48.9,33.0,37.7,75.0,0,1,1,1.0,1,1,0,0,0,1,0,5
17,6.6,58.9,80.3,81.9,87.0,81.5,45.0,0,1,1,2.0,0,0,0,0,0,0,0,2
17,4.0,79.5,51.3,72.0,65.2,61.3,45.0,0,0,1,1.0,1,1,1,0,0,0,0,3
14,3.5,68.5,34.0,45.6,68.8,46.4,7.5,0,1,0,1.0,0,0,0,0,0,0,1,4
19,4.4,94.7,91.0,70.6,73.2,81.1,7.5,1,0,0,4.0,1,0,0,0,0,1,0,2
19,4.9,82.3,78.6,70.7,63.9,71.0,45.0,0,1,0,2.0,1,1,0,1,0,0,0,2
17,7.1,68.0,68.9,79.7,87.4,81.8,45.0,1,0,1,3.0,1,0,1,0,0,0,0,2
14,3.1,74.5,62.8,53.1,49.1,57.0,7.5,0,0,1,1.0,1,0,0,1,0,0,0,3
16,1.9,76.3,34.3,57.6,31.3,40.5,45.0,0,1,1,0.0,1,0,0,1,0,0,0,4
18,7.0,99.2,100.0,100.0,82.5,94.3,75.0,0,0,0,4.0,1,0,0,0,1,0,0,1
18,4.1,87.3,52.7,61.5,84.6,68.2,45.0,0,1,1,4.0,1,0,0,0,1,0,0,3
15,4.8,85.7,69.4,65.7,64.5,69.3,45.0,0,0,0,0.0,1,0,0,0,0,1,0,3
18,1.7,99.2,61.9,70.0,58.3,58.5,45.0,1,0,0,5.0,0,0,0,0,0,1,0,3
19,7.0,57.7,85.3,67.1,60.5,70.0,45.0,0,0,1,5.0,1,0,0,0,0,0,0,3
17,7.5,73.4,81.3,92.8,95.2,88.5,45.0,1,0,0,5.0,1,1,0,1,0,0,0,1
16,3.9,98.1,57.6,78.4,71.4,67.5,45.0,0,0,0,2.0,1,0,0,0,1,0,0,3
17,0.7,92.6,40.5,74.0,57.0,52.6,7.5,0,0,1,4.0,1,1,0,0,0,1,0,4
14,0.7,60.2,27.4,30.9,30.9,36.5,7.5,1,0,0,0.0,1,0,1,0,0,0,0,5
17,2.8,71.1,70.8,67.7,60.1,58.0,22.5,0,0,1,3.0,1,1,0,0,1,0,0,3
14,4.2,59.4,45.4,56.6,56.6,55.5,7.5,1,0,1,0.0,1,0,0,0,0,1,0,3
14,3.7,85.0,59.2,59.1,57.1,56.6,22.5,1,0,0,5.0,1,0,0,1,0,0,0,3
17,4.8,80.9,79.8,80.2,87.1,77.4,22.5,0,0,0,5.0,1,1,0,0,0,0,1,2
17,2.4,79.1,40.9,58.0,50.8,52.6,22.5,0,1,1,0.0,1,0,0,0,1,0,0,4
19,2.1,95.2,61.2,76.4,61.8,56.1,45.0,1,0,0,3.0,0,1,0,0,1,0,0,3
17,7.8,55.0,100.0,96.3,86.4,94.0,22.5,1,0,0,3.0,1,0,0,0,0,0,0,1
19,2.6,97.0,48.6,65.6,59.3,54.2,75.0,1,0,0,4.0,1,1,0,1,0,0,0,4
18,7.6,74.2,94.2,92.8,87.4,96.3,7.5,0,0,0,2.0,1,0,0,1,0,0,0,0
16,4.8,51.4,45.2,52.0,85.6,49.1,22.5,1,0,1,5.0,1,0,0,0,0,1,0,4
19,1.0,95.7,25.7,18.2,45.2,37.6,75.0,0,0,0,2.0,1,0,0,0,0,1,0,5
16,5.0,96.6,90.6,62.7,76.9,86.6,75.0,0,1,1,1.0,1,0,0,0,1,0,0,1
17,7.9,97.2,99.4,100.0,100.0,100.0,75.0,1,0,1,4.0,0,0,0,0,0,0,1,0
14,6.8,91.7,92.7,100.0,90.2,90.8,7.5,0,1,1,3.0,1,1,0,1,0,0,0,1
15,2.8,63.9,29.9,44.6,53.3,51.8,22.5,0,0,1,0.0,1,1,0,0,1,0,0,4
17,1.2,64.3,48.6,50.4,37.2,45.2,22.5,0,0,0,3.0,1,1,0,0,0,0,1,4
15,4.0,66.4,72.2,68.0,38.7,59.5,7.5,0,0,0,1.0,1,0,0,0,1,0,0,3
17,1.2,61.3,23.2,36.2,45.2,29.4,22.5,0,1,0,5.0,1,1,1,0,0,0,0,5
14,2.7,95.4,50.2,35.4,58.7,59.2,7.5,0,0,1,5.0,1,1,0,0,0,0,0,3
15,7.4,76.7,90.3,71.4,91.2,83.2,22.5,0,1,0,2.0,1,0,0,1,0,0,0,2
17,5.4,63.3,53.0,62.4,53.6,65.5,45.0,1,0,0,5.0,1,0,1,0,0,0,0,3
17,6.4,88.6,57.6,74.0,90.5,82.4,75.0,1,0,1,5.0,1,1,0,0,0,0,0,2
19,4.6,81.4,73.2,67.7,71.4,71.7,7.5,0,0,1,4.0,0,0,0,0,1,0,0,2
19,1.8,69.0,38.1,32.9,43.4,44.2,22.5,1,0,1,3.0,1,0,0,1,0,0,0,4
18,1.6,95.7,63.0,65.1,44.1,56.8,22.5,1,0,0,5.0,1,1,0,1,0,0,0,3
14,6.2,77.8,85.1,86.5,84.5,84.6,75.0,1,0,1,5.0,1,0,0,0,0,0,1,2
17,3.7,81.4,75.9,62.1,78.0,69.4,22.5,1,0,1,2.0,0,0,0,1,0,0,0,3
15,4.2,51.6,45.9,41.8,44.2,44.7,75.0,1,0,0,0.0,1,1,0,0,0,0,1,4
15,1.8,81.5,54.4,47.3,64.8,46.1,22.5,0,1,0,3.0,1,1,0,0,1,0,0,4
15,3.2,70.6,77.1,60.9,51.0,45.8,45.0,0,0,1,2.0,0,0,0,1,0,0,0,4
16,1.5,87.4,36.5,35.6,58.9,40.8,75.0,1,0,0,2.0,1,0,0,0,1,0,0,4
14,2.0,52.2,37.2,42.8,32.0,39.1,22.5,1,0,0,1.0,0,1,0,0,0,0,1,5
17,7.2,69.3,80.8,83.4,80.4,92.0,75.0,0,1,1,4.0,1,1,1,0,0,0,0,1
14,5.9,53.3,61.9,50.4,59.4,64.5,7.5,0,1,0,5.0,1,1,0,0,1,0,0,3
17,6.9,96.6,84.5,100.0,77.0,84.6,75.0,1,0,1,3.0,1,1,0,0,0,0,0,2
17,7.1,71.0,76.8,73.1,76.0,80.9,45.0,0,0,0,1.0,1,0,0,0,0,0,0,2
15,4.9,57.0,56.8,42.9,58.5,56.0,7.5,1,0,1,0.0,1,0,0,0,0,0,1,3
14,2.8,87.2,57.4,59.0,59.9,56.3,75.0,0,0,1,4.0,0,0,0,1,0,0,0,3
18,4.2,94.1,64.1,52.7,55.9,61.8,75.0,0,0,0,0.0,1,1,1,0,0,0,0,3
18,0.6,88.8,30.2,38.3,36.7,34.5,7.5,0,1,1,0.0,1,0,0,0,0,0,1,5
15,6.6,92.5,70.8,75.0,76.6,86.9,22.5,0,0,0,1.0,1,0,0,0,0,0,0,1
19,6.5,92.3,99.2,100.0,90.4,92.4,75.0,0,1,0,1.0,1,1,0,0,1,0,0,1
15,4.3,99.5,62.0,61.0,59.7,65.3,22.5,0,1,1,2.0,1,0,0,1,0,0,0,3
19,3.3,68.2,52.7,43.0,37.9,45.2,75.0,0,1,1,1.0,1,1,0,1,0,0,0,4
14,1.8,67.4,29.0,43.4,40.8,32.9,22.5,0,1,1,1.0,0,0,0,1,0,0,0,5
17,1.1,55.6,12.7,35.5,23.0,26.8,45.0,0,1,0,4.0,1,0,0,0,0,1,0,5
14,2.9,92.9,47.4,54.5,54.3,50.7,7.5,1,0,0,4.0,1,1,0,0,0,0,1,4
15,7.5,96.5,80.9,100.0,92.4,100.0,45.0,0,1,0,1.0,1,1,0,0,0,1,0,0
16,1.0,64.1,19.9,33.8,30.6,29.7,75.0,0,1,0,2.0,1,1,0,0,0,1,0,5
14,7.6,80.8,85.8,72.5,93.6,89.0,75.0,0,0,0,4.0,1,1,0,1,0,0,0,1
16,4.5,62.2,49.7,62.3,72.6,62.1,22.5,0,1,0,5.0,1,0,0,0,0,1,0,3
15,3.8,93.1,65.1,66.8,62.9,67.5,75.0,0,1,0,4.0,1,0,0,0,0,0,0,3
14,1.4,50.3,25.8,22.6,24.2,35.5,22.5,1,0,1,3.0,0,1,1,0,0,0,0,5
19,1.0,84.8,46.5,47.7,40.5,41.0,45.0,1,0,1,5.0,1,1,0,0,0,1,0,4
19,4.6,77.1,40.1,46.5,45.0,60.3,75.0,0,1,0,4.0,1,1,0,0,0,0,0,3
19,5.0,64.3,69.1,64.1,73.7,66.7,7.5,0,0,0,4.0,1,1,0,0,0,1,0,3
14,3.8,96.2,75.4,67.6,75.2,76.9,45.0,0,1,0,0.0,1,1,0,0,0,1,0,2
16,2.7,74.0,33.9,50.0,28.2,41.3,75.0,0,0,0,3.0,1,0,0,1,0,0,0,4
15,0.6,76.2,24.7,10.2,21.6,26.7,22.5,0,0,1,1.0,1,1,0,1,0,0,0,5
15,2.5,54.2,54.5,54.1,59.4,51.0,22.5,1,0,0,3.0,1,0,1,0,0,0,0,4
16,5.9,70.6,54.7,91.8,68.4,79.0,45.0,1,0,0,3.0,1,0,0,0,1,0,0,2
17,5.0,58.0,72.4,55.8,72.8,66.6,45.0,1,0,1,0.0,1,1,0,0,0,1,0,3
16,1.7,77.7,50.7,36.8,50.9,34.8,7.5,0,0,0,2.0,1,1,0,0,0,0,1,5
15,6.5,78.9,66.5,63.9,90.9,80.3,45.0,1,0,1,3.0,1,0,0,0,0,1,0,2
19,1.6,62.2,56.2,29.4,42.5,38.6,75.0,0,1,0,0.0,1,0,0,0,1,0,0,5
19,6.5,97.2,93.3,74.5,83.9,84.3,22.5,1,0,1,5.0,1,1,0,1,0,0,0,2
15,4.3,65.1,44.9,73.4,44.5,52.5,75.0,0,1,0,5.0,0,1,1,0,0,0,0,4
15,5.9,82.7,85.8,75.9,94.1,84.9,7.5,1,0,0,0.0,1,0,0,1,0,0,0,2
17,1.1,99.0,36.0,34.8,48.4,42.1,7.5,1,0,0,0.0,1,0,0,0,0,0,1,4
16,6.1,90.2,94.0,94.5,100.0,92.7,45.0,0,0,0,0.0,1,0,0,0,0,0,0,1
19,5.9,87.3,99.1,75.7,85.6,82.4,22.5,0,1,0,2.0,1,1,0,0,0,0,0,2
16,1.8,53.0,33.3,38.4,29.3,27.9,22.5,0,1,0,3.0,1,0,0,0,0,0,1,5
14,1.5,76.2,40.6,44.4,55.3,43.7,22.5,0,0,1,1.0,0,0,0,1,0,0,0,4
14,6.1,87.7,85.1,79.3,92.4,81.2,75.0,0,0,1,5.0,0,0,0,0,0,0,1,2
14,3.6,83.0,54.5,65.1,48.9,68.5,22.5,0,1,0,1.0,1,1,0,0,0,0,0,3
16,5.4,78.4,97.8,71.1,94.6,81.9,7.5,0,1,0,1.0,1,1,0,0,1,0,0,2
15,0.6,96.1,34.4,48.7,44.7,36.7,7.5,0,1,0,3.0,0,0,0,1,0,0,0,5
19,1.9,78.0,41.5,50.2,39.9,43.9,75.0,1,0,1,5.0,1,1,0,1,0,0,0,4
19,6.1,91.9,80.0,96.2,80.1,77.9,22.5,0,0,1,1.0,1,0,0,0,1,0,0,2
14,2.0,94.3,49.7,64.6,64.4,54.6,22.5,0,1,1,2.0,1,0,0,1,0,0,0,4
19,1.1,89.3,41.0,44.5,62.1,49.5,75.0,0,0,1,2.0,1,1,1,0,0,0,0,4
17,1.8,57.5,49.6,40.7,53.2,46.3,7.5,1,0,1,2.0,1,1,0,0,0,0,0,4
15,6.7,88.8,92.6,100.0,99.7,96.1,75.0,0,0,1,2.0,1,0,0,1,0,0,0,0
16,3.1,89.4,47.1,56.9,65.2,58.6,22.5,1,0,1,5.0,0,1,1,0,0,0,0,3
16,4.5,83.7,84.5,74.8,81.4,74.6,75.0,0,0,1,0.0,1,0,0,0,0,0,0,2
15,4.8,68.6,47.6,70.0,96.4,72.3,7.5,0,0,0,2.0,1,1,0,0,0,1,0,2
19,3.3,64.5,41.6,53.5,67.7,53.7,22.5,0,1,1,1.0,1,1,0,0,0,0,0,4
